User ID,Top k Items
21888,"[12754  9175 12479  6720 13956  6586 17365  5187  9131  3041  3510  3979
  8020  3166  1210  9648  1468 14450   804 11501]"
21889,"[ 5003  1232 10403 14885  9082  1042  5234 11823  9585 11631 11039  2378
  2275  5392  7975  4817 12961   818 14978 17764]"
21890,"[ 5665 12777  6363 11309  6724 14545   482  5933 13556  6162  6556  3144
 12189  2222  2936 11058 17565  2119 11140 10428]"
21891,"[ 7716 13261 13270  6363 11140  4907  9306 11093 10405  5204 14017  2119
  4094  3100  1738  1912 16427  2222 16921  7607]"
21892,"[15451  8593 16971 12664 13496 15937  4825  2464  2856 15140 16530 14199
 13090 12785 10285 13705  3610 17477 17127  3637]"
21893,"[17374  1738   407  2222 16656 11435  2144  6724  7873 16830  2840 13475
  6556  9635  3243  1835  9175 16937  2972  3704]"
21894,"[15213 11125  4472  3190  6586 11119 12394 11042 16849 11467   843 10020
 12184 10561 11648  7244 17163  9023 13168 14834]"
21895,"[ 5687  6746 11503  4072  5895  6798 14946  7643 10526 16779  8013  7550
   787  4445  5246 13090 13364  1237  1920  7045]"
21896,"[12189  4437 17142 16427 13270  8944  3144 17067  3100  6279  1912 14585
  3479  6556  1137  4907  2360  5665 12374  3766]"
21897,"[ 8130   733  3548 11648  4177  5392 14789  4232  5845  3869 17371  1521
  8491  5083  9803  7932  6126  6162 12226 13304]"
21898,"[ 5003  6382  2393  4817  1597  1042  2275  6586  6036  8130  8577  3932
 10788  8658  2432  4232   300 10633  3768  8470]"
21899,"[ 5825  7932 16237   858  8140 11969  9562  2119  1540  8738  3566  5845
 17392 17772  3965  6286  6382  1521 17645 17402]"
21900,"[11648 11081 11119 11590 13304 17734  6028  5905 17238 14839  7934  2195
  6174 15274 14538  7950   443  4678  8086 11932]"
21901,"[ 7825  6066  4851  4236 12236  7587 13847  3837 12610 14187 16742  6563
  7067 15993 15097 12339 15284 11213  7609 17458]"
21902,"[ 1597  4201  1042 10788  3498  6586  8577  2432 13245  1848   277 16480
  8343   843 10403 14262  4356  6746 16610  8030]"
21903,"[ 4414  6969 10763  4385  5725 14794 11239 12517 16743 16108  5625 10633
  4425 16868  9225 14017  5246   451 10922  6532]"
21904,"[ 6162 12321  3369 17382  4856  9421  3762  2937  3291  8658  3411  5003
 12759  2119 11823 11631  9239  4561  7411 12998]"
21905,"[ 6162 12321  3369  8895 14794 16879  8878  3240  5340  6969  4481 14294
  2228  3859  9612  9421  4078 11820   855  9372]"
21906,"[10428   743 12586  2275  5093  2436  1829  6162  8238 11093 12217 17370
 17772  7072 11173  9716  2936 16973 15146  9085]"
21907,"[16969  5687  6746  6798 11888  7045 15623 14946  3582  7081  4431 16610
 16257 11039  5981 16253  3387 13628  1405   693]"
21908,"[10788  4177 11648  9696  2956  4678  9595  1521 13304  7592 12865  5218
 15982 11601   391   443  5083  5623  4285 10572]"
21909,"[11315 11245  4561 15492   828  7985 11010  7329   171  2384 17613  3965
  8257 10500 16783 17135  3411  5781  3369  3704]"
21910,"[ 7200  3285 13863 13270   701 14776  4437 16960 16427  7818 13034  2214
 14456  8878 17556     3 17420 12256  5204 10799]"
21911,"[ 8601  6873 11950  5907  6627 11430  8257  1853 14318   612 12256 14499
  7674  1679 10350  2690    52  9196 15443 13130]"
21912,"[ 2144  5187  1575 10212 13616  9211 12370  6303   879 13522  5706 12517
 14151  5104  9017  8648  6637 13365  4385 13172]"
21913,"[ 6084  1210 13609  7477  7145  2682  8648  3240 10751   344 10788 13672
  4177  5643 12883  8895 11950 14828   804   238]"
21914,"[16748   261 14281  9125  7016  1222 16598 13039 17789  3677  4561  5328
 13528 11294  2988 13090  8755  3500 16879  2526]"
21915,"[ 6162  8130  3249 16730  3548  7411 17772  9335  6084  5924   300 13394
  2190  5624  1329  9017  1802 16801 11486 10633]"
21916,"[17371  4177  4218  1210 12883 16879 11160 12256  9592  8159  7674  7020
 14122 12498  6898  5033  4481 15748 14828  1679]"
21917,"[ 6084  4184 11914 13365 13609  7145  3240 12142  3001  5461   828  4177
 10751  5187 15443  3704  8648   858 11810 12816]"
21918,"[10633 11732 12177  9335  3590 16793   307 16767  2382  4641 17509 12321
 16801  3117 10987  3715  1010 13862  1315  9723]"
21919,"[14294  1210  2759  3548 16577 10842  8093  6952   141 13572  9297  5725
 11868 13245  6637 13685 12998 17789   804 16729]"
21920,"[14828 11868  4561 15172  2956 12998  4247  9311 14281  1986  5623  4641
 11782  9017  4177   693 12801 11168  2228 14012]"
21921,"[ 4561  5328  2222   478    74  4856 12759 12498 13728 15755  8093 15172
  9357 10141  7925 11868 16663  2164 14281   772]"
21922,"[14929 17772 16225   219 17280  9391  6090 14794  1912  1808  9596   482
  9813 14556  1204 15622  4177 12752  3438  1829]"
21923,"[ 5187  4030  6084   828  5825 17392  1802 12481 11914  8505  9664 15443
  9372  5845  8895 12498 16656 13365 15620  2228]"
21924,"[14703  2107  4646  5757  9033  7737  9919  2032 13033  3449 13174 16758
  2502 13723   860 17757  3301 17755 11144  2751]"
21925,"[ 3438 13571  4037  8016  8869  6213 17772  7932  1857  4655  7665 16241
 13474  2172  5624 15453  1560 16237  3752  1808]"
21926,"[17382  7582 14776  9559 13144 10685 14780   257 12883 11315  9799  4561
   478  4552 17547  3853  3608 15492  7573 11010]"
21927,"[ 2670 11201 13089  5825  9092  8130  6637 13616  4078  4652  7145 13504
  5392  3548  1904 14789  6162  9223   733 12513]"
21928,"[ 7932  6213  2172 15622  8413 13474  3438  4037 14954 17427 14610 11601
  4285  5377  7665 13571  4167  3752 11173  2119]"
21929,"[17645  9642 12257  4650  3249  8394 15826 13783 13833  5097 15691 10134
 15099 15422  3130  8062 16241 14641 12675  2575]"
21930,"[16674  1829   233  6303 13321  3555  6720 12565  5870 10438  6344  2275
 17365  2504  8140  1315 17772  5116 15342  1447]"
21931,"[16179  2417  5214 16093  2674 13168  8907 11267 14834  3290 17163  9748
 11294  1742  7663  8504  2988  4098 10066   986]"
21932,"[ 9391  5083 17371  3548  8491 13165 17734  9803  9612  4177  9903 13304
 14983  1521  8130 10420 16077 14794 17094 14789]"
21933,"[ 7582  3984 14776  3228 16385 13872  4437  7607 11193  7716 17642 10334
 13270 12347  4094   865   184 10287  3766 12374]"
21934,"[ 7934 11648  4177  1552  8491 16294  6971 13040  4218 14092   443 14656
  2932 12144  5494  2409  5392 11203  9125  7066]"
21935,"[ 8130  1573   919 12997   693 13165   277   300  2378  4641  3548  6785
 11823  5781 15850  8658 16253  9017  5003  1597]"
21936,"[ 9799 14666   525 14776  9629 14456  7200 12945  8159 16879  5774 17701
  4561  4423 10334 11315 11193  3285   865  8279]"
21937,"[ 5546 10931  1222  7255  9164 11143 16126 11474  4561  1742 15524 11247
 15316 13257 15634 11254   360 15172 16101  8502]"
21938,"[  609    15  2066 14794  6851  2076  6306 13533  7934  7375 14930  3707
  8491  1561  2653 10066  9023 11119  7715  7945]"
21939,"[ 3411  6084  3631 10633 11315 11010  2144 12269  7329  3128  8505  6842
 12576 14780  3965 11619  9175 12883 11931  9421]"
21940,"[ 6003  9059  2024   219 12517  4390  4385  7296  8662  4940 11229 16868
  3505  1231  4414  3075 10996  7606 17439  7319]"
21941,"[ 9793  5942 11042  2653 16179  2731 11267 11119  2674  3792  3676  7244
  6306 12219  2055 12184 15213  8504  5214 13168]"
21942,"[10411  5392 11823  5003 16109 16513 10080  3470  5706 13304  2275 16179
  8658 13015  4789 14885  9170 11267  5251 11277]"
21943,"[12998  9211   879  3853  8878  9799 14780 16879 13144 17382  1340 10685
 15172  6969  3859 11245 15891  8201 11406 12945]"
21944,"[11201 15153 10124 12785  2722  7255  8502  4213  3404  2317 11658  5582
  1904 11203  9164  1418  2856 15937  2289  9908]"
21945,"[11140  6724  5958  1829 11309 17425 13692  6556 13475 14545  3530  5212
  8446  1738  9066 11507  8130 13862  1833 11049]"
21946,"[14258  5212 17577  2190  6785  5237 17370  2290  2144 10987  1835 11732
  1802  9335  1833 11416 10633  8895  5825  4574]"
21947,"[ 3411 12961  3762 14780 13127  2937 10633  3590 11823   828 11010  4856
  2340  4673 13862 17382 16783 16503  3666 17135]"
21948,"[ 6404 11149  2688  8078 12655  6604 13840  8531   360  7058 11502  8123
  3188  4218   606  8650  2653 14797 15887 10425]"
21949,"[16749  6209 16774 14601 17112  1747 11810 16550 12593 15048  1224 10171
  2575 12142 13321  9807 14678  6023   669 10991]"
21950,"[13533 13040  6306 14930  7934    15  2653  1222  7945  7375  9748 10066
 15213 16444  1149 14834  9181 16482  4218  7950]"
21951,"[16665  8563  9118  4062 13274 11823  9571   432  5058  2972 17315 17701
   762 13962   879 12321 11406  3944  8717 10264]"
21952,"[ 6162  2119 11745 11168 12759  3548 16237 12672 12489  9211  2228  3272
  3240  3291 11140   355 14585  5816 15891 13270]"
21953,"[17112  2172 16551  2654  6213 16344 15666 13114 10138  5725   673   352
  6683 17427 13855  2119  5002 11497  8623   813]"
21954,"[14983  3207 12761  4900  5083  1871 13988  2991 15061 10572   443 11138
  4849 11255  4046  3902 13304  4678  4013 12523]"
21955,"[ 5277 13136  4285  5054  8982 16610  1849  3532 10769  1447  2275  8130
  3752 11597  9165  7022 12975  4655  2432 17061]"
21956,"[12975  7932 17772  1597  2172  4976  3943 10717  2119 13571  2432  1042
 11497 17402  2904  1552  3612 14664  1568  3291]"
21957,"[ 4789 12269  1210 11277  4177  4641 10788 10756 15997  4561 10685  6971
   804  9170  2378  3240  2144   214  1882  5643]"
21958,"[ 6162  5825 16237  5845  9134 15763 12983 16253  3041 17258  1575  1204
  6720 16438 12089   344 11251  2340  5246 10996]"
21959,"[ 5003  3762  2937   167  2299 13551 15990 10633 12321  1232  8633  4673
  2432  2340  3590 17382  3291  9723  9607 12961]"
21960,"[11160  4218  5033 13395 16101 16482 17371  3707  4481 14930  6942  9297
  5407   609 13018  7066  8159  8979 10819 16879]"
21961,"[14017  5212  1808 14258 12998  9211 15891 10212  1738   879  8944  3853
 17243 16194  5825 11507  1829  5958 17207  6279]"
21962,"[ 7965  5373 15492  3411 10685 14169 15535  3540  6227 14780 12511 12269
  7818  2786 11010 14776  9607   167 14828  7607]"
21963,"[10685 14281 15755  2299  4561 15385  4789 17609  5288 17621 13390 16879
   478  6206  8637  8093  9421 14828 16539 17420]"
21964,"[  956 11277 12780  4974  8846  6637  8123 13697 11494  7864  6404 16517
 12000  8491 15982  7043 14549 15010  9134  6859]"
21965,"[ 3240 15972 14828  1495 12498 11010 17613  3411 13365   478  9435 12883
 10685 16427  7818   828 12269 17382 13551  6243]"
21966,"[13556 12777 12478 14545 11507   233  6724 12586 17772  3214 14585  1137
  3530 10930 11049  1912  2936  2119  3272 12663]"
21967,"[11315 12498  8505 16783 13365  3631 10633  5187 12511  3240  2178  5005
 11010  3001 17382  2937 12269 16427 16801 12883]"
21968,"[11168  2299 16427 13270  5204  7582 14776 10685  3489 17621   167 13300
 17298  7343 13127  4856 12759  9211 17135  4437]"
21969,"[ 2786  9571 15492 10633  2384 17621  4673  8965  7430  5373 11010 15535
 16243   772  3128   171 13390  6374  7329 14169]"
21970,"[16262 17249  3185  9260 17301  7879 10863  4658  8588 12257  3249 15336
   227  6836 15422  6002  4657  5736 15164  6209]"
21971,"[ 1668  8567  4402  8279  4561  5315 15535  7353  3500  2445 16002 15975
   261  7080  2591 17609   391 16079  4673 15376]"
21972,"[ 5392 11648 15622  8623  8340  9092  5377 13643  8177  5643 11277  6926
  9335  2917 12295  6090 17210 13728  5380 14610]"
21973,"[17392  3227 12997 11277  4641 11119 11648 17238 14839  7543 16792 16857
 11042 11948 17719  9170  2432 12811  5093    66]"
21974,"[13974  5080 15311  5200 11544 10304  6768  2404  2898  6023 10659 13855
  8280  7559  4199 16551 10138 13718 14678  9945]"
21975,"[10222  5033 15887  9164 17715 11773  2980  8502 16755 12828  9742 17789
 11977  7525 10685 13090 10526   257 15807  4561]"
21976,"[10633  2786 16503  3631 12511  3590 15492  4789 11010 13371  9607 14780
  8076  9175  4673 14212  2972  3411  2937 12269]"
21977,"[ 1292 10428  4523 11093 14017 11239  3272  5958 17147 13438  6279 11507
  3943  1829 13125 12723  1912 11416  3592  2581]"
21978,"[ 4184  5643  9635  6084 10690  1835 11810 13609   407  5845 14805 14294
  1521  7932  3566  3940   858 12142 14759  2119]"
21979,"[ 1540  5643  7548 10015 14346  7558 10690  8226  7297  5692  4442  6827
  8062 17645  5054 11601  8086  8016 12752 10404]"
21980,"[ 8846 16480  9709 16610  8545  5080  3498 10403 10228 14286 14615  2677
 12246  1754  8577 13068  8541    19  5093  1114]"
21981,"[ 8717  7915 17642 13274  7582  7998  7607  9118  7199  3766  3944    82
  6077 16385 16937 15343   167  2481  9559  4907]"
21982,"[ 3770  9846  4163  2646   262 11330  5025  7317 14098 15270  9348 11030
  7113 13548 11731 14578  8799  4288  3211 11626]"
21983,"[10141  6431  2793  4519 13588  4557  4789  4544 12144   257  3288  1796
 13728  1989  4617  6184  6206 11591  5094  9007]"
21984,"[17734  3404 11648  8491 17371  3188  9803 10080  4218  3707  7934 13395
 13040  7043 14930  5392 11494  2409 13089 11474]"
21985,"[ 8648  8895  6842  6969  4030  9175 11950  1237 11010 11931   804  5725
 10663 13478  2320  8159 11315  5187  3630 12983]"
21986,"[ 1210  4561  4519 17609  7322  6431 16591 17020 10174  3489 17613  4755
    49  6723  4789  7374  3307 12498 11315   478]"
21987,"[ 2720  5855   136 11732  5643 15393  6746 12295  6797  8846  3737 10633
 11648 12997  8577 11416  6637 14574  2917  1934]"
21988,"[ 1447  3025  8020  4037  3166 13579  2581 14593 10726  7022  2290  3075
 13941 10298  6353 11173 14583  5097  5946 17370]"
21989,"[ 7934  3190 15361  1222 16591 11143 12094  9791 11039 11648  7682  5677
  8755  7864 15725  7957  3643  5912  9181  6431]"
21990,"[ 4385 12517  3075  8020  1204  6969 17374  5058  5625  6874 16743 12006
  3704 14017 10996  4414  2144 13475 12529  5725]"
21991,"[10799  9440 12945  4437 10114  7374 16879  8257  4561  9196 10931  5590
   171 10350  3637 17621 16426    49 12498   860]"
21992,"[ 8400 13068 10910  3666  5003  4992  1427   849 12291 16767 17012  3166
 17061 13901 11286 16480  3979  8864 11501 10171]"
21993,"[  478 10350  9440   612  7020  5681 14456 16971  3240 12883 10114  7818
 17609 15239 13268  4177 15396  9223  2214  9130]"
21994,"[11648  2700  4037  5392  9335  6557  6066  5415   956  8340 15622 17188
  5200 12675  8062  7932  1068  1502  4091    58]"
21995,"[13261  8563  6279   432  6724 17642 10633  3182  1738 16937  6077  6556
  9211 11140  9118  9175 13692  1912 11093  5221]"
21996,"[ 3291  2119 17772  6162  5991 11093  2228 16237  8238 11239  3548 13571
  5212  5643  6213   482  4037 14017 12672  4323]"
21997,"[ 9919 11144  6301 13174  9191  5082 11169  4646  3008  3197 16758 17006
 17757 14721 13723 12970  5757  2751 13434 12241]"
21998,"[12257  6827  6002 17249  5097 13204 10015 15082  2555  7868 14346  3185
 14693  4087   320  5220  7299  1946 15099  7158]"
21999,"[ 4437  6556  7716 16937  5204  9306  1738  4858 10405  7607  7582  3182
  3228  2360  6077 17642  4907 13270 10334 17067]"
22000,"[ 3704  8215 10212  3859 14894  4385 11315 14151  1204  1575  9784 10751
  2144 12731 10633  6303  4184  9664  3210 13522]"
22001,"[10428 12777 12586  7156 14545 14258   188  6724  2936 12489  1738   806
 11140   495  2581  5665 10930  4704 17314  2222]"
22002,"[ 7066 14281  7934  5156  7255  9125  8491 10089  2251 16101  4218  7043
  3677  4752 13090 10819 10066  4412  1222 16179]"
22003,"[11698 10537  9350 13767  9120  6852 10851 15279    52  1587 14005 12064
 11430  8267 12008 15818  7674 14223  8322 15228]"
22004,"[ 2144  5392  6084  2190  7932  1232 11648  2689  6646  5624  3548  2773
  2275 13301  2238  8130   673  5924 11300  9335]"
22005,"[ 4037 16076  6213 13571 15342  1292 17772 15272  3555 11402  8130 14610
  3291  8413 13474  3548  1857  8869  5013 10717]"
22006,"[14637  3272  6363  3291 12489 14294 11745 14271 14258 13245 12883   167
  2299  2340  1305 14296 12777  4172  8112 16229]"
22007,"[11648  4218   443  1222  5407  7286 16482 15982  9509    15  7934  8755
  3500  4472  5094  9181 15361  3190   769  2409]"
22008,"[ 1742  8435 11474  2653  7472   257 10425 12936 12661 14449 11042  9793
 13533  3707  6404  8504  9791  7543 16539  6604]"
22009,"[ 8130  3099   344  6162  4247  2228 12364  1190   858  1575  4442  2807
 12997  8030  1320 16036 11206   300  1385 11782]"
22010,"[17668 11823  5003  3762 16253  9118 11660 16019 10411  1597 14485  9958
  6734  1522  6586 14095  5058 14656   758 12089]"
22011,"[ 3548  3751 12759  9440  3291  6382  2378  6363  9335  6632  3566  2275
 11515 16610  9211 14294   264 15396  9017  3510]"
22012,"[ 8340  5884  4943 13787  5692  6439  8048 17166  1549  2169  1857  4709
  3737 16341 14559  7272  1134  2172  7868  3096]"
22013,"[ 8215  4414 10428  1883  4385 17439 17374  6969 12586  4390 11160 14258
  8662 13522  1204  9372 17668 13539  4719  9985]"
22014,"[ 1521  4285 17645  8738 15169  5643 15622 16566 10128 13539  5855  9562
 14450   733 15777  6672 12772  5845  2673   669]"
22015,"[ 5643 12997 17094  5392 17392  5083 10403 13787 10788  4678  9709  3932
  7932  1521  5251  7808 12295  5586 15393  5218]"
22016,"[16879 11143  4561  8159 16539 14449 15172 11277  4356 10685 10733  9164
  9811  7255  7472 16101  4755 17621  4789 12089]"
22017,"[ 1457  6494 13390 13597  3120  8400  2299  8093  7367 16679 10910  1353
  2378   445  4992  2089  4062  3290    74  1597]"
22018,"[ 2378  1957  8658  5003  1597  5586 10403  9723  6382  2415 17094 10788
  2591 16318 12206  7509  2393  9612  6586  4641]"
22019,"[10114  2591 16318  9723  2445 15396  3369  1112 11245  3590 12883  7411
 15492  4789  8257  1648  8162 11010  1908  8633]"
22020,"[13365   855 12998  7145 11782  8093 11245  7477  8159  9799  7818 14058
  6162 11437  6672 14449 11704 11010  8491  5592]"
22021,"[13270  5204  3100  9066  7582  4907  9306  3766  7607 16427 17142  6556
  3228  1738  7716  4437 14585    82  3984  7200]"
22022,"[ 5687  6746 15623  6798 16818 10228  9709 16801 14946 14451  7643  8130
   436  4431 11888  5061 11503  5246  1042 16793]"
22023,"[ 5083  9612  9391 13304  4678 14794 14983  2956  1997 15517 11354  4900
  9903   392 13395  8086  3707 17094 14480  4177]"
22024,"[17772  9562  2936  5643  8016 10428 15431  5958  8187 16237  1600  1540
 14545  4523  2581  7558 17645  4037 13539 11230]"
22025,"[11494 17371  4177 13089 11141 11160  4218  8491  4822 16818  5303 15517
  6637  2722  9297 13395  8767   733 14289  6898]"
22026,"[10428 11093  2581  5826 11309  5958   806  9085 13125 12777 14017  1912
  1738 11140 13438 16725  6556 14258 11049  2222]"
